FIGHT ORDER,KEY,ROUND FORMAT,EVENT_TYPE,EVENT_NAME,EVENT_YEAR,EVENT_MONTH,EVENT_DAY,LOCATION COUNTRY,LOCATION CITY,VENUE,ATTENDANCE,MAIN FIGHT,MID,WEIGHT CLASS,REF,METHOD,METHOD_D,ROUND,FINISH_ROUND_MIN,FINISH_ROUND_SEC,FINISH_ROUND_INSECONDS,TOTAL_INSECONDS,FIGHTER NAME,FIGHER NO,OUTCOME,FIGHTER ID,STR,TD,SUB,PASS,NICK,ASSOCIATION,LOCALITY,COUNTRY,BIRTH_YEAR,AGE_AT_FIGHT,HEIGHT_CM,WEIGHT_KG,REACH_INCH,REACH_INCH1,STANCE,WIN_AT_FIGHT,NOTWIN_AT_FIGHT,TOTAL_AT_FIGHT,WINRATIO_AT_FIGHT,STRAVG_AT_FIGHT,TDAVG_AT_FIGHT,SUBAVG_AT_FIGHT,PASSAVG_AT_FIGHT,AGE_DIFF,HEIGHT_DIFF,WEIGHT_DIFF,REACH_DIFF,EXP_DIFF,STRAVG_AT_FIGHT_DIFF,TDAVG_AT_FIGHT_DIFF,SUBAVG_AT_FIGHT_DIFF,PASSAVG_AT_FIGHT_DIFF,WINRATIO_DIFF,STANCE_DIFF,REACH_DIFF1
3555,UFC Fight Night: Hendricks vs Thompson113334Roy NelsonJared Rosholt,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,11,Heavyweight,Herb Dean,Decision,Unanimous,3,5,0,300,900,Roy Nelson,Fighter 1,win,10249,42,0,0,0,Big Country,Country Club,"Las Vegas, Nevada",United States,1976,40,182.88,119.294696,72,72,Orthodox,7,8,15,0.466666667,21.66666667,0.533333333,0.066666667,0.466666667,10,-5.08,-0.907184,-3,8,-4.904761905,-1.323809524,-0.076190476,-2.676190476,-0.39047619,Same Stance,-3
3555,UFC Fight Night: Hendricks vs Thompson113334Roy NelsonJared Rosholt,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,11,Heavyweight,Herb Dean,Decision,Unanimous,3,5,0,300,900,Jared Rosholt,Fighter 2,loss,76763,36,0,0,0,The Big Show,Team Takedown,"Arlington, Texas",United States,1986,30,187.96,120.20188,75,75,Orthodox,6,1,7,0.857142857,26.57142857,1.857142857,0.142857143,3.142857143,-10,5.08,0.907184,3,-8,4.904761905,1.323809524,0.076190476,2.676190476,0.39047619,Same Stance,3
3554,UFC Fight Night: Hendricks vs Thompson103333Ovince Saint PreuxRafael Feijao,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,10,Light Heavyweight,Yves Lavigne,Decision,Unanimous,3,5,0,300,900,Ovince St. Preux,Fighter 1,win,38842,51,1,0,1,OSP,Knoxville MMA,"Knoxville, Tennessee",United States,1983,33,190.5,92.98636,80,80,Southpaw,6,2,8,0.75,18.625,0.625,0.25,0.875,-3,,,,4,0.375,0.625,0.25,0.875,0.5,,
3554,UFC Fight Night: Hendricks vs Thompson103333Ovince Saint PreuxRafael Feijao,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,10,Light Heavyweight,Yves Lavigne,Decision,Unanimous,3,5,0,300,900,Rafael Cavalcante,Fighter 2,loss,16161,10,0,0,0,Feijao,Team Nogueira,"Ilha Solteira, Sao Paulo",Brazil,1980,36,,,,,,1,3,4,0.25,18.25,0,0,0,3,,,,-4,-0.375,-0.625,-0.25,-0.875,-0.5,,
3553,UFC Fight Night: Hendricks vs Thompson93332Joseph BenavidezZach Makovsky,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,9,Flyweight,John McCarthy,Decision,Unanimous,3,5,0,300,900,Joseph Benavidez,Fighter 1,win,15008,66,0,0,0,,Team Alpha Male,"Sacramento, California",United States,1984,32,162.56,56.699,65,65,Southpaw,10,2,12,0.833333333,44,1.166666667,0.333333333,2.083333333,-2,0,0,1,7,15.4,-2.433333333,0.133333333,-0.916666667,0.233333333,Same Stance,1
3553,UFC Fight Night: Hendricks vs Thompson93332Joseph BenavidezZach Makovsky,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,9,Flyweight,John McCarthy,Decision,Unanimous,3,5,0,300,900,Zach Makovsky,Fighter 2,loss,20522,40,4,0,2,Fun Size,Philadelphia Fight Factory,"Bethlehem, Pennsylvania",United States,1982,34,162.56,56.699,64,64,Southpaw,3,2,5,0.6,28.6,3.6,0.2,3,2,0,0,-1,-7,-15.4,2.433333333,-0.133333333,0.916666667,-0.233333333,Same Stance,-1
3552,UFC Fight Night: Hendricks vs Thompson83331Misha CirkunovAlex Nicholson,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,8,Light Heavyweight,Herb Dean,Submission,Neck Crank,2,1,28,88,388,Misha Cirkunov,Fighter 1,win,59197,32,3,1,5,,Xtreme Couture,Riga,Latvia,1987,29,190.5,92.98636,77,77,Orthodox,1,0,1,1,24,3,0,5,3,-2.54,0,-4,1,24,3,0,5,1,,-4
3552,UFC Fight Night: Hendricks vs Thompson83331Misha CirkunovAlex Nicholson,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,8,Light Heavyweight,Herb Dean,Submission,Neck Crank,2,1,28,88,388,Alex Nicholson,Fighter 2,loss,121077,16,0,0,0,The Spartan,,"Apopka, Florida",United States,1990,26,193.04,92.98636,81,81,,0,0,0,0,0,0,0,0,-3,2.54,0,4,-1,-24,-3,0,-5,-1,,4
3551,UFC Fight Night: Hendricks vs Thompson73330Mike PyleSean Spencer,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,7,Welterweight,Yves Lavigne,TKO,Elbows and Knees,3,4,25,265,865,Mike Pyle,Fighter 1,win,4577,75,1,0,0,Quicksand,Syndicate MMA,"Las Vegas, Nevada",United States,1975,41,182.88,77.11064,74,74,Orthodox,9,6,15,0.6,19.8,1,0.866666667,1.133333333,12,5.08,0,-1,9,-45.03333333,0.833333333,0.866666667,0.3,0.1,,-1
3551,UFC Fight Night: Hendricks vs Thompson73330Mike PyleSean Spencer,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,7,Welterweight,Yves Lavigne,TKO,Elbows and Knees,3,4,25,265,865,Sean Spencer,Fighter 2,loss,60908,50,0,0,0,Black Magic,Octagon MMA,"Bluefield, Virginia",United States,1987,29,177.8,77.11064,75,75,,3,3,6,0.5,64.83333333,0.166666667,0,0.833333333,-12,-5.08,0,1,-9,45.03333333,-0.833333333,-0.866666667,-0.3,-0.1,,1
3550,UFC Fight Night: Hendricks vs Thompson63329Joshua BurkmanKJ Noons,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,6,Lightweight,John McCarthy,Decision,Unanimous,3,5,0,300,900,Joshua Burkman,Fighter 1,win,10003,57,3,0,1,The People's Warrior,The Pit Elevated Fight Team,"Salt Lake City, Utah",United States,1980,36,177.8,70.30676,72,72,Orthodox,5,8,13,0.384615385,29.46153846,2.076923077,0.307692308,0.615384615,2,0,0,0,8,2.461538462,1.676923077,0.307692308,0.615384615,-0.015384615,Same Stance,0
3550,UFC Fight Night: Hendricks vs Thompson63329Joshua BurkmanKJ Noons,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,6,Lightweight,John McCarthy,Decision,Unanimous,3,5,0,300,900,K.J. Noons,Fighter 2,loss,6727,33,0,0,0,King,The Arena,"San Diego, California",United States,1982,34,177.8,70.30676,72,72,Orthodox,2,3,5,0.4,27,0.4,0,0,-2,0,0,0,-8,-2.461538462,-1.676923077,-0.307692308,-0.615384615,0.015384615,Same Stance,0
3549,UFC Fight Night: Hendricks vs Thompson53328Derrick LewisDamian Grabowski,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,5,Heavyweight,Mark Smith,TKO,Punches,1,2,17,137,137,Derrick Lewis,Fighter 1,win,59284,14,1,0,3,The Black Beast,Silverback Fight Club,"Houston, Texas",United States,1985,31,190.5,117.93392,79,79,Orthodox,4,2,6,0.666666667,21.5,0.333333333,0,1.5,-5,5.08,8.618248,,6,21.5,0.333333333,0,1.5,0.666666667,,4.152706
3549,UFC Fight Night: Hendricks vs Thompson53328Derrick LewisDamian Grabowski,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,5,Heavyweight,Mark Smith,TKO,Punches,1,2,17,137,137,Damian Grabowski,Fighter 2,loss,30320,1,0,0,0,The Polish Pitbull,Lutadores Opole,Opole,Poland,1980,36,185.42,109.315672,,74.847294,,0,0,0,0,0,0,0,0,5,-5.08,-8.618248,,-6,-21.5,-0.333333333,0,-1.5,-0.666666667,,-4.152706
3548,UFC Fight Night: Hendricks vs Thompson43327Justin ScogginsRay Borg,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,4,Flyweight,Herb Dean,Decision,Unanimous,3,5,0,300,900,Justin Scoggins,Fighter 1,win,71120,57,4,0,6,Tank,,"Spartanburg, South Carolina",United States,1992,24,170.18,56.699,66,66,Southpaw,3,2,5,0.6,37.8,3.4,0.6,5,1,7.62,0,3,1,23.05,-0.1,-1.9,-2,-0.15,Different Stance,3
3548,UFC Fight Night: Hendricks vs Thompson43327Justin ScogginsRay Borg,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,4,Flyweight,Herb Dean,Decision,Unanimous,3,5,0,300,900,Ray Borg,Fighter 2,loss,84752,20,1,0,0,The Tazmexican Devil,Fit NHB,"Albuquerque, New Mexico",United States,1993,23,162.56,56.699,63,63,Orthodox,3,1,4,0.75,14.75,3.5,2.5,7,-1,-7.62,0,-3,-1,-23.05,0.1,1.9,2,0.15,Different Stance,-3
3547,UFC Fight Night: Hendricks vs Thompson33326Diego RivasNoad Lahat,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,3,Featherweight,Mark Smith,KO,Flying Knee,2,0,23,23,323,Diego Rivas,Fighter 1,win,81835,5,1,0,0,Pitbull,Okinawa Dojo,,Chile,1991,25,172.72,65.77084,69,69,Orthodox,1,0,1,1,15,2,0,6,,,,,-2,-18,0.333333333,-1,4,0.333333333,,
3547,UFC Fight Night: Hendricks vs Thompson33326Diego RivasNoad Lahat,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,3,Featherweight,Mark Smith,KO,Flying Knee,2,0,23,23,323,Noad Lahat,Fighter 2,loss,35732,7,1,3,6,,,,,,,,,,,,2,1,3,0.666666667,33,1.666666667,1,2,,,,,2,18,-0.333333333,1,-4,-0.333333333,,
3546,UFC Fight Night: Hendricks vs Thompson23325Mickey GallMike Jackson,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,2,Welterweight,Yves Lavigne,Submission,Rear-Naked Choke,1,0,45,45,45,Mickey Gall,Fighter 1,win,160145,2,0,1,1,,Miller Brothers MMA,"New Brunswick, New Jersey",United States,1992,24,187.96,77.11064,76,76,Switch,0,0,0,0,0,0,0,0,-7,0,0,,0,0,0,0,0,0,,0.147628
3546,UFC Fight Night: Hendricks vs Thompson23325Mickey GallMike Jackson,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,2,Welterweight,Yves Lavigne,Submission,Rear-Naked Choke,1,0,45,45,45,Mike Jackson,Fighter 2,loss,63272,3,0,0,0,The Truth,4oz. Fight Club,"Houston, Texas",United States,1985,31,187.96,77.11064,,75.852372,,0,0,0,0,0,0,0,0,7,0,0,,0,0,0,0,0,0,,-0.147628
3545,UFC Fight Night: Hendricks vs Thompson13324Alex WhiteArtem Lobov,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,1,Featherweight,Mark Smith,Decision,Unanimous,3,5,0,300,900,Alex White,Fighter 1,win,55954,78,3,0,2,The Spartan,Team Destruction,"Fredericktown, Missouri",United States,1988,28,182.88,65.77084,71,71,Southpaw,1,2,3,0.333333333,40,0.333333333,0.333333333,0.333333333,,7.62,-4.53592,5,2,38,0.333333333,0.333333333,0.333333333,0.333333333,Same Stance,5
3545,UFC Fight Night: Hendricks vs Thompson13324Alex WhiteArtem Lobov,MULTI-ROUND,UFC Fight Night,UFC Fight Night 82 - Hendricks vs. Thompson,2016,2,6,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,7422,NO,1,Featherweight,Mark Smith,Decision,Unanimous,3,5,0,300,900,Artem Lobov,Fighter 2,loss,73700,23,0,0,0,The Russian Hammer,SBG Ireland,Dublin,Ireland,,,175.26,70.30676,66,66,Southpaw,0,1,1,0,2,0,0,0,,-7.62,4.53592,-5,-2,-38,-0.333333333,-0.333333333,-0.333333333,-0.333333333,Same Stance,-5
3544,UFC Fight Night: Johnson vs. Bader143323Anthony JohnsonRyan Bader,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,YES,13,Light Heavyweight,Keith Peterson,KO,Punches,1,1,26,86,86,Anthony Johnson,Fighter 1,win,17662,11,0,0,2,Rumble,Blackzilians,"Boca Raton, Florida",United States,1984,32,187.96,92.98636,78,78,Orthodox,11,5,16,0.6875,21.5,1.125,0.3125,0.5,-1,0,0,4,-1,-6.617647059,-1.286764706,0.018382353,-1.5,-0.077205882,Same Stance,4
3544,UFC Fight Night: Johnson vs. Bader143323Anthony JohnsonRyan Bader,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,YES,13,Light Heavyweight,Keith Peterson,KO,Punches,1,1,26,86,86,Ryan Bader,Fighter 2,loss,22858,0,0,0,0,Darth,Power MMA Team,"Tempe, Arizona",United States,1983,33,187.96,92.98636,74,74,Orthodox,13,4,17,0.764705882,28.11764706,2.411764706,0.294117647,2,1,0,0,-4,1,6.617647059,1.286764706,-0.018382353,1.5,0.077205882,Same Stance,-4
3543,UFC Fight Night: Johnson vs. Bader133322Ben RothwellJosh Barnett,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,NO,12,Heavyweight,Gary Copeland,Submission,Guillotine Choke,2,3,48,228,528,Ben Rothwell,Fighter 1,win,2262,35,0,1,0,,Rothwell MMA,"Kenosha, Wisconsin",United States,1981,35,193.04,120.20188,78,78,Orthodox,5,3,8,0.625,20.5,0.875,0.375,2,-4,2.54,6.80388,0,0,-17.5,0.375,-0.125,0.75,-0.125,Same Stance,0
3543,UFC Fight Night: Johnson vs. Bader133322Ben RothwellJosh Barnett,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,NO,12,Heavyweight,Gary Copeland,Submission,Guillotine Choke,2,3,48,228,528,Josh Barnett,Fighter 2,loss,272,35,0,0,0,The Warmaster,CSW,"Seattle, Washington",United States,1977,39,190.5,113.398,78,78,Orthodox,6,2,8,0.75,38,0.5,0.5,1.25,4,-2.54,-6.80388,0,0,17.5,-0.375,0.125,-0.75,0.125,Same Stance,0
3542,UFC Fight Night: Johnson vs. Bader123321Jimmie RiveraIuri Alcantara,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,NO,11,Bantamweight,Liam Kerrigan,Decision,Unanimous,3,5,0,300,900,Jimmie Rivera,Fighter 1,win,40954,45,3,0,0,El Terror,Team Tiger Schulmann,"Ramsey, New Jersey",United States,1989,27,162.56,61.23492,68,68,Orthodox,2,0,2,1,55.5,0,0,0,-9,-12.7,0,-3,-9,29.22727273,-1.181818182,-0.363636364,-3,0.363636364,Different Stance,-3
3542,UFC Fight Night: Johnson vs. Bader123321Jimmie RiveraIuri Alcantara,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,NO,11,Bantamweight,Liam Kerrigan,Decision,Unanimous,3,5,0,300,900,Iuri Alcantara,Fighter 2,loss,16129,41,0,0,0,Marajo,Marajo Brothers Team,"Marajo, Para",Brazil,1980,36,175.26,61.23492,71,71,Southpaw,7,4,11,0.636363636,26.27272727,1.181818182,0.363636364,3,9,12.7,0,3,9,-29.22727273,1.181818182,0.363636364,3,-0.363636364,Different Stance,3
3541,UFC Fight Night: Johnson vs. Bader113320Bryan BarberenaSage Northcutt,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,NO,10,Welterweight,Keith Peterson,Submission,Arm-Triangle Choke,2,3,6,186,486,Bryan Barberena,Fighter 1,win,51471,26,1,1,1,Bam Bam,MMA Lab,"Minneapolis, Minnesota",United States,1989,27,182.88,70.30676,72,72,Southpaw,1,1,2,0.5,78.5,0.5,0,0,7,0,0,1,0,64,-1,-0.5,-1.5,-0.5,Different Stance,1
3541,UFC Fight Night: Johnson vs. Bader113320Bryan BarberenaSage Northcutt,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,NO,10,Welterweight,Keith Peterson,Submission,Arm-Triangle Choke,2,3,6,186,486,Sage Northcutt,Fighter 2,loss,130911,18,1,0,1,Super,Gracie Barra Katy,"Katy, Texas",United States,1996,20,182.88,70.30676,71,71,Orthodox,2,0,2,1,14.5,1.5,0.5,1.5,-7,0,0,-1,0,-64,1,0.5,1.5,0.5,Different Stance,-1
3540,UFC Fight Night: Johnson vs. Bader103319Tarec SaffiedineJake Ellenberger,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,NO,9,Welterweight,Gasper Oliver,Decision,Unanimous,3,5,0,300,900,Tarec Saffiedine,Fighter 1,win,21912,54,0,0,1,Sponge,Evolve MMA,,Belgium,1986,30,177.8,77.11064,70,70,Switch,1,1,2,0.5,81,0.5,0.5,3,-1,2.54,0,-1,-13,59.6,-0.966666667,0.233333333,2.6,-0.1,Different Stance,-1
3540,UFC Fight Night: Johnson vs. Bader103319Tarec SaffiedineJake Ellenberger,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,NO,9,Welterweight,Gasper Oliver,Decision,Unanimous,3,5,0,300,900,Jake Ellenberger,Fighter 2,loss,13068,30,0,0,0,The Juggernaut,Reign MMA,"Omaha, Nebraska",United States,1985,31,175.26,77.11064,71,71,Orthodox,9,6,15,0.6,21.4,1.466666667,0.266666667,0.4,1,-2.54,0,1,13,-59.6,0.966666667,-0.233333333,-2.6,0.1,Different Stance,1
3539,UFC Fight Night: Johnson vs. Bader93318Diego FerreiraOlivier Aubin-Mercier,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,NO,8,Lightweight,Vitor Ribeiro,Decision,Unanimous,3,5,0,300,900,Carlos Diego Ferreira,Fighter 1,win,26358,65,0,0,4,,James Cooper MMA,"Careiro da Varzea, Amazonas",Brazil,1985,31,175.26,70.30676,74,74,Orthodox,2,2,4,0.5,18.25,0.25,0.75,0.25,4,0,0,4,0,-13.75,-3,0.25,-2.25,-0.25,Different Stance,4
3539,UFC Fight Night: Johnson vs. Bader93318Diego FerreiraOlivier Aubin-Mercier,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,NO,8,Lightweight,Vitor Ribeiro,Decision,Unanimous,3,5,0,300,900,Olivier Aubin-Mercier,Fighter 2,loss,86241,49,1,0,0,The Quebec Kid,H2O MMA,"Boucherville, Quebec",Canada,1989,27,175.26,70.30676,70,70,Southpaw,3,1,4,0.75,32,3.25,0.5,2.5,-4,0,0,-4,0,13.75,3,-0.25,2.25,0.25,Different Stance,-4
3538,UFC Fight Night: Johnson vs. Bader83317Rafael NatalKevin Casey,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,NO,7,Middleweight,Gary Copeland,TKO,Punches,3,3,37,217,817,Rafael Natal,Fighter 1,win,13968,54,4,0,4,Sapo,Renzo Gracie Jiu-Jitsu,"Belo Horizonte, Minas Gerais",Brazil,1982,34,182.88,83.91452,76,76,Orthodox,8,5,13,0.615384615,43.15384615,2.230769231,0.538461538,2.846153846,-1,2.54,0,-1,9,25.40384615,1.980769231,0.038461538,2.096153846,0.365384615,Different Stance,-1
3538,UFC Fight Night: Johnson vs. Bader83317Rafael NatalKevin Casey,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,NO,7,Middleweight,Gary Copeland,TKO,Punches,3,3,37,217,817,Kevin Casey,Fighter 2,loss,24121,16,0,0,0,King,Black House,"Los Angeles, California",United States,1981,35,180.34,83.91452,77,77,Southpaw,1,3,4,0.25,17.75,0.25,0.5,0.75,1,-2.54,0,1,-9,-25.40384615,-1.980769231,-0.038461538,-2.096153846,-0.365384615,Different Stance,1
3537,UFC Fight Night: Johnson vs. Bader73316Wilson ReisDustin Ortiz,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,NO,6,Flyweight,Vitor Ribeiro,Decision,Unanimous,3,5,0,300,900,Wilson Reis,Fighter 1,win,23401,48,9,0,7,,Brazilian Jiu-Jitsu United,"Januaria, Minas Gerais",Brazil,1985,31,162.56,56.699,65,65,Southpaw,3,2,5,0.6,22.4,4.2,0.4,3.8,3,-2.54,0,0,-1,-28.26666667,1.533333333,0.233333333,-0.2,-0.066666667,Different Stance,0
3537,UFC Fight Night: Johnson vs. Bader73316Wilson ReisDustin Ortiz,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,NO,6,Flyweight,Vitor Ribeiro,Decision,Unanimous,3,5,0,300,900,Dustin Ortiz,Fighter 2,loss,58097,45,1,0,0,,Roufusport,"Goshen, Indiana",United States,1988,28,165.1,56.699,65,65,Orthodox,4,2,6,0.666666667,50.66666667,2.666666667,0.166666667,4,-3,2.54,0,0,1,28.26666667,-1.533333333,-0.233333333,0.2,0.066666667,Different Stance,0
3536,UFC Fight Night: Johnson vs. Bader63315Alexander YakovlevGeorge Sullivan,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,NO,5,Welterweight,Gasper Oliver,KO,Punch,1,3,59,239,239,Alexander Yakovlev,Fighter 1,win,10846,15,2,0,3,The Thunder of the North,K Dojo Warrior Tribe,St. Petersburg,Russia,1984,32,190.5,77.11064,74,74,Southpaw,1,2,3,0.333333333,32.33333333,1,0,1.333333333,-3,7.62,0,1,-1,-16.91666667,-0.25,-0.75,-0.416666667,-0.416666667,Different Stance,1
3536,UFC Fight Night: Johnson vs. Bader63315Alexander YakovlevGeorge Sullivan,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,NO,5,Welterweight,Gasper Oliver,KO,Punch,1,3,59,239,239,George Sullivan,Fighter 2,loss,15148,14,0,0,0,,Pellegrino MMA,"Belmar, New Jersey",United States,1981,35,182.88,77.11064,73,73,Orthodox,3,1,4,0.75,49.25,1.25,0.75,1.75,3,-7.62,0,-1,1,16.91666667,0.25,0.75,0.416666667,0.416666667,Different Stance,-1
3535,UFC Fight Night: Johnson vs. Bader53314Alex CaceresMasio Fullen,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,NO,4,Featherweight,Gary Copeland,Decision,Unanimous,3,5,0,300,900,Alex Caceres,Fighter 1,win,41586,74,1,0,0,Bruce Leeroy,MMA Lab,"Miami, Florida",United States,1988,28,177.8,65.77084,73,73,Southpaw,5,7,12,0.416666667,39.83333333,0.166666667,1,1.166666667,-1,0,0,3,10,18.83333333,-0.333333333,1,1.166666667,-0.083333333,Different Stance,3
3535,UFC Fight Night: Johnson vs. Bader53314Alex CaceresMasio Fullen,MULTI-ROUND,Fox Sports,UFC on Fox 18 - Johnson vs. Bader,2016,1,30,America,"Newark, New Jersey, U.S.",Prudential Center,10555,NO,4,Featherweight,Gary Copeland,Decision,Unanimous,3,5,0,300,900,Masio Fullen,Fighter 2,loss,40356,36,0,0,0,Lobo,Alliance MMA,"Gudalajara, Jalisco",Mexico,1987,29,177.8,65.77084,70,70,Orthodox,1,1,2,0.5,21,0.5,0,0,1,0,0,-3,-10,-18.83333333,0.333333333,-1,-1.166666667,0.083333333,Different Stance,-3
