FIGHT ORDER,KEY,ROUND FORMAT,EVENT_TYPE,EVENT_NAME,EVENT_YEAR,EVENT_MONTH,EVENT_DAY,LOCATION COUNTRY,LOCATION CITY,VENUE,ATTENDANCE,MAIN FIGHT,MID,WEIGHT CLASS,REF,METHOD,METHOD_D,ROUND,FINISH_ROUND_MIN,FINISH_ROUND_SEC,FINISH_ROUND_INSECONDS,TOTAL_INSECONDS,FIGHTER NAME,FIGHER NO,OUTCOME,FIGHTER ID,STR,TD,SUB,PASS,NICK,ASSOCIATION,LOCALITY,COUNTRY,BIRTH_YEAR,AGE_AT_FIGHT,HEIGHT_CM,WEIGHT_KG,REACH_INCH,REACH_INCH1,STANCE,WIN_AT_FIGHT,NOTWIN_AT_FIGHT,TOTAL_AT_FIGHT,WINRATIO_AT_FIGHT,STRAVG_AT_FIGHT,TDAVG_AT_FIGHT,SUBAVG_AT_FIGHT,PASSAVG_AT_FIGHT,AGE_DIFF,HEIGHT_DIFF,WEIGHT_DIFF,REACH_DIFF,EXP_DIFF,STRAVG_AT_FIGHT_DIFF,TDAVG_AT_FIGHT_DIFF,SUBAVG_AT_FIGHT_DIFF,PASSAVG_AT_FIGHT_DIFF,WINRATIO_DIFF,STANCE_DIFF,REACH_DIFF1
1821,UFC on FX: Guillard vs Miller81799Mike EastonJared Papazian,MULTI-ROUND,FX,UFC on FX - Guillard vs. Miller,2012,1,20,America,"Nashville, Tennessee, U.S.",Bridgestone Arena,7728,NO,8,Bantamweight,Mario Yamasaki,Decision,Majority,3,5,0,300,900,Jared Papazian,Fighter 2,loss,33531,68,0,0,0,The Jackhammer,Team Hayastan,"West Hills, California",United States,1988,24,172.72,61.23492,67,67,Southpaw,0,0,0,0,0,0,0,0,-4,5.08,0,-3,-1,-31,0,0,0,-1,Same Stance,-3
1820,UFC on FX: Guillard vs Miller71798Pat BarryChristian Morecraft,MULTI-ROUND,FX,UFC on FX - Guillard vs. Miller,2012,1,20,America,"Nashville, Tennessee, U.S.",Bridgestone Arena,7728,NO,7,Heavyweight,Herb Dean,KO,Punches,1,3,38,218,218,Pat Barry,Fighter 1,win,33342,12,0,0,0,HD,Team Death Clutch,"New Orleans, Louisiana",United States,1979,33,180.34,106.59412,74,74,Orthodox,3,4,7,0.428571429,21,0,0,0.428571429,7,-17.78,-11.3398,-7,4,-4,-1.333333333,-1,-1.571428571,0.095238096,Same Stance,-7
1820,UFC on FX: Guillard vs Miller71798Pat BarryChristian Morecraft,MULTI-ROUND,FX,UFC on FX - Guillard vs. Miller,2012,1,20,America,"Nashville, Tennessee, U.S.",Bridgestone Arena,7728,NO,7,Heavyweight,Herb Dean,KO,Punches,1,3,38,218,218,Christian Morecraft,Fighter 2,loss,34376,3,2,1,2,,Team Bombsquad,"Plymouth, Massachusetts",United States,1986,26,198.12,117.93392,81,81,Orthodox,1,2,3,0.333333333,25,1.333333333,1,2,-7,17.78,11.3398,7,-4,4,1.333333333,1,1.571428571,-0.095238096,Same Stance,7
1819,UFC on FX: Guillard vs Miller61797Jorge RiveraEric Schafer,MULTI-ROUND,FX,UFC on FX - Guillard vs. Miller,2012,1,20,America,"Nashville, Tennessee, U.S.",Bridgestone Arena,7728,NO,6,Middleweight,Herb Dean,TKO,Punches,2,1,31,91,391,Jorge Rivera,Fighter 1,win,2712,6,0,0,0,El Conquistador,Rivera Athletic Center,"Milford, Massachusetts",United States,1972,40,185.42,83.91452,73,73,Orthodox,7,7,14,0.5,26.57142857,0.5,0.071428571,0.357142857,5,-5.08,0,-2,6,9.696428571,-0.375,-1.053571429,-1.267857143,0.125,Same Stance,-2
1819,UFC on FX: Guillard vs Miller61797Jorge RiveraEric Schafer,MULTI-ROUND,FX,UFC on FX - Guillard vs. Miller,2012,1,20,America,"Nashville, Tennessee, U.S.",Bridgestone Arena,7728,NO,6,Middleweight,Herb Dean,TKO,Punches,2,1,31,91,391,Eric Schafer,Fighter 2,loss,13275,6,2,0,3,Red,Red Schafer MMA,"Milwaukee, Wisconsin",United States,1977,35,190.5,83.91452,75,75,Orthodox,3,5,8,0.375,16.875,0.875,1.125,1.625,-5,5.08,0,2,-6,-9.696428571,0.375,1.053571429,1.267857143,-0.125,Same Stance,2
1818,UFC on FX: Guillard vs Miller51796Khabib NurmagomedovKamal Shalorus,MULTI-ROUND,FX,UFC on FX - Guillard vs. Miller,2012,1,20,America,"Nashville, Tennessee, U.S.",Bridgestone Arena,7728,NO,5,Lightweight,Mario Yamasaki,Submission,Rear-Naked Choke,3,2,8,128,728,Khabib Nurmagomedov,Fighter 1,win,56035,35,3,1,7,The Eagle,Fightspirit Team,Makhachkala,Russia,1988,24,177.8,70.30676,70,70,Orthodox,0,0,0,0,0,0,0,0,-11,5.08,0,2,-1,-26,-1,0,0,0,Same Stance,2
1818,UFC on FX: Guillard vs Miller51796Khabib NurmagomedovKamal Shalorus,MULTI-ROUND,FX,UFC on FX - Guillard vs. Miller,2012,1,20,America,"Nashville, Tennessee, U.S.",Bridgestone Arena,7728,NO,5,Lightweight,Mario Yamasaki,Submission,Rear-Naked Choke,3,2,8,128,728,Kamal Shalorus,Fighter 2,loss,31151,13,0,0,0,Prince of Persia,Kaizen MMA,"Ahmadabad, Ardabil","Iran, Islamic Republic of",1977,35,172.72,70.30676,68,68,Orthodox,0,1,1,0,26,1,0,0,11,-5.08,0,-2,1,26,1,0,0,0,Same Stance,-2
1817,UFC on FX: Guillard vs Miller41795Charlie BrennemanDaniel Roberts,MULTI-ROUND,FX,UFC on FX - Guillard vs. Miller,2012,1,20,America,"Nashville, Tennessee, U.S.",Bridgestone Arena,7728,NO,4,Welterweight,Herb Dean,Decision,Unanimous,3,5,0,300,900,Charlie Brenneman,Fighter 1,win,23403,24,2,0,8,The Spaniard,AMA Fight Club,"Hollidaysburg, Pennsylvania",United States,1981,31,177.8,70.30676,72,72,Orthodox,3,2,5,0.6,16,3.2,0,3.4,-1,0,-6.80388,-2,-1,8.333333333,1.366666667,-1.333333333,1.733333333,0.1,Different Stance,-2
1817,UFC on FX: Guillard vs Miller41795Charlie BrennemanDaniel Roberts,MULTI-ROUND,FX,UFC on FX - Guillard vs. Miller,2012,1,20,America,"Nashville, Tennessee, U.S.",Bridgestone Arena,7728,NO,4,Welterweight,Herb Dean,Decision,Unanimous,3,5,0,300,900,Daniel Roberts,Fighter 2,loss,23999,3,0,3,0,Ninja,Cesar Gracie Fight Team,"Rockford, Illinois",United States,1980,32,177.8,77.11064,74,74,Southpaw,3,3,6,0.5,7.666666667,1.833333333,1.333333333,1.666666667,1,0,6.80388,2,1,-8.333333333,-1.366666667,1.333333333,-1.733333333,-0.1,Different Stance,2
1816,UFC on FX: Guillard vs Miller31794Fabricio CamoesTommy Hayden,MULTI-ROUND,FX,UFC on FX - Guillard vs. Miller,2012,1,20,America,"Nashville, Tennessee, U.S.",Bridgestone Arena,7728,NO,3,Lightweight,Josh Rosenthal,Submission,Rear-Naked Choke,1,4,3,243,243,Fabricio Camoes,Fighter 1,win,2427,6,1,1,1,Morango,Gracie Humaita,Rio de Janeiro,Brazil,1978,34,177.8,70.30676,73,73,Orthodox,0,2,2,0,15,3,2,1,8,2.54,4.53592,1,2,15,3,2,1,0,Different Stance,1
1816,UFC on FX: Guillard vs Miller31794Fabricio CamoesTommy Hayden,MULTI-ROUND,FX,UFC on FX - Guillard vs. Miller,2012,1,20,America,"Nashville, Tennessee, U.S.",Bridgestone Arena,7728,NO,3,Lightweight,Josh Rosenthal,Submission,Rear-Naked Choke,1,4,3,243,243,Tommy Hayden,Fighter 2,loss,30943,7,2,0,1,Wild Card,Team Jorge Gurgel,"Cincinnati, Ohio",United States,1986,26,175.26,65.77084,72,72,Southpaw,0,0,0,0,0,0,0,0,-8,-2.54,-4.53592,-1,-2,-15,-3,-2,-1,0,Different Stance,-1
1815,UFC on FX: Guillard vs Miller21793Daniel PinedaPat Schilling,MULTI-ROUND,FX,UFC on FX - Guillard vs. Miller,2012,1,20,America,"Nashville, Tennessee, U.S.",Bridgestone Arena,7728,NO,2,Featherweight,Mario Yamasaki,Submission,Rear-Naked Choke,1,1,37,97,97,Daniel Pineda,Fighter 1,win,21564,19,1,1,2,The Pit,4oz. Fight Club,"Houston, Texas",United States,1985,27,170.18,65.77084,69,69,Orthodox,0,0,0,0,0,0,0,0,3,-2.54,0,0,0,0,0,0,0,0,Same Stance,0
1815,UFC on FX: Guillard vs Miller21793Daniel PinedaPat Schilling,MULTI-ROUND,FX,UFC on FX - Guillard vs. Miller,2012,1,20,America,"Nashville, Tennessee, U.S.",Bridgestone Arena,7728,NO,2,Featherweight,Mario Yamasaki,Submission,Rear-Naked Choke,1,1,37,97,97,Pat Schilling,Fighter 2,loss,54054,4,0,0,0,Thrilling,Ambition Training Academy,"St. Paul, Minnesota",United States,1988,24,172.72,65.77084,69,69,Orthodox,0,0,0,0,0,0,0,0,-3,2.54,0,0,0,0,0,0,0,0,Same Stance,0
1814,UFC on FX: Guillard vs Miller11792Nick DenisJoseph Sandoval,MULTI-ROUND,FX,UFC on FX - Guillard vs. Miller,2012,1,20,America,"Nashville, Tennessee, U.S.",Bridgestone Arena,7728,NO,1,Bantamweight,Josh Rosenthal,KO,Elbows,1,0,22,22,22,Nick Denis,Fighter 1,win,19128,11,0,0,0,The Ninja of Love,Ronin MMA,"Ottawa, Ontario",Canada,1983,29,170.18,61.23492,,68.816826,Orthodox,0,0,0,0,0,0,0,0,3,0,0,,-1,0,0,0,0,0,Different Stance,0
1814,UFC on FX: Guillard vs Miller11792Nick DenisJoseph Sandoval,MULTI-ROUND,FX,UFC on FX - Guillard vs. Miller,2012,1,20,America,"Nashville, Tennessee, U.S.",Bridgestone Arena,7728,NO,1,Bantamweight,Josh Rosenthal,KO,Elbows,1,0,22,22,22,Joseph Sandoval,Fighter 2,loss,63897,3,0,0,0,,Bighead MMA,"Lubbock, Texas",United States,1986,26,170.18,61.23492,,68.816826,Southpaw,0,1,1,0,0,0,0,0,-3,0,0,,1,0,0,0,0,0,Different Stance,0
1813,UFC RIO: Aldo vs Mendes101791Jose AldoChad Mendes,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,YES,10,Featherweight,Mario Yamasaki,KO,Knee,1,4,59,299,299,Jose Aldo,Fighter 1,win,11506,11,0,0,0,Scarface,Nova Uniao,"Manaus, Amazonas",Brazil,1986,26,170.18,65.77084,70,70,Orthodox,2,0,2,1,72.5,2.5,0.5,1.5,-1,2.54,0,4,0,27,-2,0.5,0,0,Same Stance,4
1813,UFC RIO: Aldo vs Mendes101791Jose AldoChad Mendes,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,YES,10,Featherweight,Mario Yamasaki,KO,Knee,1,4,59,299,299,Chad Mendes,Fighter 2,loss,38393,13,0,0,0,Money,Team Alpha Male,"Hanford, California",United States,1985,27,167.64,65.77084,66,66,Orthodox,2,0,2,1,45.5,4.5,0,1.5,1,-2.54,0,-4,0,-27,2,-0.5,0,0,Same Stance,-4
1812,UFC RIO: Aldo vs Mendes91790Vitor BelfortAnthony Johnson,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,NO,9,Middleweight,Dan Miragliotta,Submission,Rear-Naked Choke,1,4,49,289,289,Vitor Belfort,Fighter 1,win,156,14,0,1,1,The Phenom,Blackzilians,Rio de Janeiro,Brazil,1977,35,182.88,83.91452,74,74,Southpaw,8,5,13,0.615384615,10.23076923,0.307692308,0.230769231,0.307692308,7,-5.08,-9.07184,-4,3,-10.66923077,-0.992307692,-0.269230769,-0.392307692,-0.084615385,Different Stance,-4
1812,UFC RIO: Aldo vs Mendes91790Vitor BelfortAnthony Johnson,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,NO,9,Middleweight,Dan Miragliotta,Submission,Rear-Naked Choke,1,4,49,289,289,Anthony Johnson,Fighter 2,loss,17662,4,2,0,0,Rumble,Blackzilians,"Boca Raton, Florida",United States,1984,28,187.96,92.98636,78,78,Orthodox,7,3,10,0.7,20.9,1.3,0.5,0.7,-7,5.08,9.07184,4,-3,10.66923077,0.992307692,0.269230769,0.392307692,0.084615385,Different Stance,4
1811,UFC RIO: Aldo vs Mendes81789Rousimar PalharesMike Massenzio,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,NO,8,Middleweight,Leon Roberts,Submission,Heel Hook,1,1,3,63,63,Rousimar Palhares,Fighter 1,win,16286,4,0,1,0,Toquinho,Team Nogueira,"Dores do Indaia, Minas Gerais",Brazil,1980,32,172.72,77.11064,71,71,Orthodox,6,2,8,0.75,15.125,1.625,1.5,1.75,2,-15.24,-6.80388,-2,3,-5.475,-0.175,0.5,0.35,0.35,Different Stance,-2
1811,UFC RIO: Aldo vs Mendes81789Rousimar PalharesMike Massenzio,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,NO,8,Middleweight,Leon Roberts,Submission,Heel Hook,1,1,3,63,63,Mike Massenzio,Fighter 2,loss,12852,0,0,0,0,,Team Bombsquad,"Paterson, New Jersey",United States,1982,30,187.96,83.91452,73,73,Southpaw,2,3,5,0.4,20.6,1.8,1,1.4,-2,15.24,6.80388,2,-3,5.475,0.175,-0.5,-0.35,-0.35,Different Stance,2
1810,UFC RIO: Aldo vs Mendes71788Carlo PraterErick Silva,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,NO,7,Welterweight,Mario Yamasaki,DQ,Punches to Back of Head,1,0,29,29,29,Carlo Prater,Fighter 1,win,6767,0,0,0,0,Neo,Prater MMA,"Brasilia, Federal District",Brazil,1981,31,180.34,70.30676,72,72,Switch,0,0,0,0,0,0,0,0,3,-2.54,-6.80388,-2,-1,-4,0,0,0,-1,Different Stance,-2
1810,UFC RIO: Aldo vs Mendes71788Carlo PraterErick Silva,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,NO,7,Welterweight,Mario Yamasaki,DQ,Punches to Back of Head,1,0,29,29,29,Erick Silva,Fighter 2,loss,15009,8,0,0,0,The Tiger,Team Nogueira,"Vila Velha, Espirito Santo",Brazil,1984,28,182.88,77.11064,74,74,Orthodox,1,0,1,1,4,0,0,0,-3,2.54,6.80388,2,1,4,0,0,0,1,Different Stance,2
1809,UFC RIO: Aldo vs Mendes61787Edson BarbozaTerry Etim,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,NO,6,Lightweight,Dan Miragliotta,KO,Spinning Wheel Kick,3,2,2,122,722,Edson Barboza,Fighter 1,win,46259,47,0,0,0,,Ricardo Almeida Jiu-Jitsu,"Nova Friburgo, Rio de Janeiro",Brazil,1986,26,180.34,70.30676,75,75,Orthodox,3,0,3,1,48,1.333333333,0,0.333333333,0,-5.08,0,2,-6,26.88888889,1.222222222,-1.111111111,0.222222222,0.333333333,Same Stance,2
1809,UFC RIO: Aldo vs Mendes61787Edson BarbozaTerry Etim,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,NO,6,Lightweight,Dan Miragliotta,KO,Spinning Wheel Kick,3,2,2,122,722,Terry Etim,Fighter 2,loss,13332,26,2,0,0,,Team Kaobon,Liverpool,England,1986,26,185.42,70.30676,73,73,Orthodox,6,3,9,0.666666667,21.11111111,0.111111111,1.111111111,0.111111111,0,5.08,0,-2,6,-26.88888889,-1.222222222,1.111111111,-0.222222222,-0.333333333,Same Stance,-2
1808,UFC RIO: Aldo vs Mendes51786Thiago TavaresSam Stout,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,NO,5,Lightweight,Mario Yamasaki,Decision,Unanimous,3,5,0,300,900,Thiago Tavares,Fighter 1,win,4647,50,2,0,0,,Team Tavares,"Florianopolis, Santa Catarina",Brazil,1984,28,170.18,65.77084,68,68,Orthodox,6,5,11,0.545454545,20.45454545,2.909090909,1.181818182,2.272727273,0,-5.08,-4.53592,-2,0,-35.90909091,2.727272727,1.090909091,1.909090909,0,Same Stance,-2
1808,UFC RIO: Aldo vs Mendes51786Thiago TavaresSam Stout,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,NO,5,Lightweight,Mario Yamasaki,Decision,Unanimous,3,5,0,300,900,Sam Stout,Fighter 2,loss,9901,45,0,0,0,Hands of Stone,Team Tompkins,"London, Ontario",Canada,1984,28,175.26,70.30676,70,70,Orthodox,6,5,11,0.545454545,56.36363636,0.181818182,0.090909091,0.363636364,0,5.08,4.53592,2,0,35.90909091,-2.727272727,-1.090909091,-1.909090909,0,Same Stance,2
1807,UFC RIO: Aldo vs Mendes41785Gabriel GonzagaEdnaldo Oliveira,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,NO,4,Heavyweight,Dan Miragliotta,Submission,Rear-Naked Choke,1,3,22,202,202,Gabriel Gonzaga,Fighter 1,win,7306,2,2,1,3,Napao,Team Link,Rio de Janeiro,Brazil,1979,33,187.96,109.769264,76,76,Orthodox,7,5,12,0.583333333,15.25,1.083333333,0.666666667,1.666666667,5,-7.62,16.782904,-3,12,15.25,1.083333333,0.666666667,1.666666667,0.583333333,Same Stance,-3
1807,UFC RIO: Aldo vs Mendes41785Gabriel GonzagaEdnaldo Oliveira,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,NO,4,Heavyweight,Dan Miragliotta,Submission,Rear-Naked Choke,1,3,22,202,202,Ednaldo Oliveira,Fighter 2,loss,14972,0,0,0,0,Lula Molusco,Champion Team,"Salvador, Bahia",Brazil,1984,28,195.58,92.98636,79,79,Orthodox,0,0,0,0,0,0,0,0,-5,7.62,-16.782904,3,-12,-15.25,-1.083333333,-0.666666667,-1.666666667,-0.583333333,Same Stance,3
1806,UFC RIO: Aldo vs Mendes31784Iuri AlcantaraMichihiro Omigawa,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,NO,3,Featherweight,Leon Roberts,Decision,Unanimous,3,5,0,300,900,Iuri Alcantara,Fighter 1,win,16129,60,0,2,5,Marajo,Marajo Brothers Team,"Marajo, Para",Brazil,1980,32,175.26,61.23492,71,71,Southpaw,1,0,1,1,22,6,0,11,-5,7.62,-4.53592,3,-4,-8.4,4.6,-1.6,9.8,0.8,Different Stance,3
1806,UFC RIO: Aldo vs Mendes31784Iuri AlcantaraMichihiro Omigawa,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,NO,3,Featherweight,Leon Roberts,Decision,Unanimous,3,5,0,300,900,Michihiro Omigawa,Fighter 2,loss,13005,24,1,0,1,Michi,Neo Judo Academy,Ibaraki,Japan,1975,37,167.64,65.77084,68,68,Orthodox,1,4,5,0.2,30.4,1.4,1.6,1.2,5,-7.62,4.53592,-3,4,8.4,-4.6,1.6,-9.8,-0.8,Different Stance,-3
1805,UFC RIO: Aldo vs Mendes21783Mike PyleRicardo Funch,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,NO,2,Welterweight,Mario Yamasaki,TKO,Knee and Punches,1,1,22,82,82,Mike Pyle,Fighter 1,win,4577,11,0,0,0,Quicksand,Syndicate MMA,"Las Vegas, Nevada",United States,1975,37,182.88,77.11064,74,74,Orthodox,4,3,7,0.571428571,21.71428571,1.428571429,1.142857143,1.142857143,5,5.08,0,-2,5,11.21428571,0.928571429,1.142857143,1.142857143,0.571428571,Different Stance,-2
1805,UFC RIO: Aldo vs Mendes21783Mike PyleRicardo Funch,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,NO,2,Welterweight,Mario Yamasaki,TKO,Knee and Punches,1,1,22,82,82,Ricardo Funch,Fighter 2,loss,24057,2,0,0,0,Golden Boy,Team Link,"Ludlow, Massachusetts",United States,1980,32,177.8,77.11064,76,76,Southpaw,0,2,2,0,10.5,0.5,0,0,-5,-5.08,0,2,-5,-11.21428571,-0.928571429,-1.142857143,-1.142857143,-0.571428571,Different Stance,2
1804,UFC RIO: Aldo vs Mendes11782Felipe ArantesAntonio Carvalho,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,NO,1,Featherweight,Leon Roberts,Decision,Unanimous,3,5,0,300,900,Felipe Arantes,Fighter 1,win,31372,53,0,0,1,Sertanejo,Chute Boxe,"Sao Paulo, Sao Paulo",Brazil,1988,24,172.72,61.23492,73,73,Orthodox,0,1,1,0,29,0,0,0,-9,-2.54,-4.53592,5,1,29,0,0,0,0,Same Stance,5
1804,UFC RIO: Aldo vs Mendes11782Felipe ArantesAntonio Carvalho,MULTI-ROUND,UFC Main Event,UFC 142 - Aldo vs. Mendes,2012,1,14,Brazil,"Rio de Janeiro, Brazil",HSBC Arena,10605,NO,1,Featherweight,Leon Roberts,Decision,Unanimous,3,5,0,300,900,Antonio Carvalho,Fighter 2,loss,5346,37,0,0,4,Pato,Bruckmann Martial Arts,"Toronto, Ontario",Canada,1979,33,175.26,65.77084,68,68,Orthodox,0,0,0,0,0,0,0,0,9,2.54,4.53592,-5,-1,-29,0,0,0,0,Same Stance,-5
1803,UFC 141: Lesnar vs Overeem101781Alistair OvereemBrock Lesnar,MULTI-ROUND,UFC Main Event,UFC 141 - Lesnar vs. Overeem,2011,12,30,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,13793,YES,10,Heavyweight,Mario Yamasaki,TKO,Kick to the Body and Punches,1,2,26,146,146,Alistair Overeem,Fighter 1,win,461,19,0,0,0,The Demolition Man,Jackson-Wink MMA,Amsterdam,Netherlands,1980,31,193.04,120.20188,80,80,Orthodox,0,0,0,0,0,0,0,0,-3,2.54,0,-1,-6,-26,-1.833333333,-0.333333333,-2.333333333,-0.666666667,Same Stance,-1
1803,UFC 141: Lesnar vs Overeem101781Alistair OvereemBrock Lesnar,MULTI-ROUND,UFC Main Event,UFC 141 - Lesnar vs. Overeem,2011,12,30,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,13793,YES,10,Heavyweight,Mario Yamasaki,TKO,Kick to the Body and Punches,1,2,26,146,146,Brock Lesnar,Fighter 2,loss,17522,6,0,0,0,,Team Death Clutch,"Webster, South Dakota",United States,1977,34,190.5,120.20188,81,81,Orthodox,4,2,6,0.666666667,26,1.833333333,0.333333333,2.333333333,3,-2.54,0,1,6,26,1.833333333,0.333333333,2.333333333,0.666666667,Same Stance,1
1802,UFC 141: Lesnar vs Overeem91780Nate DiazDonald Cerrone,MULTI-ROUND,UFC Main Event,UFC 141 - Lesnar vs. Overeem,2011,12,30,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,13793,NO,9,Lightweight,Herb Dean,Decision,Unanimous,3,5,0,300,900,Nate Diaz,Fighter 1,win,11451,238,0,0,0,,Cesar Gracie Fight Team,"Stockton, California",United States,1985,26,182.88,77.11064,76,76,Southpaw,9,5,14,0.642857143,30.92857143,1,1.285714286,0.928571429,-2,-2.54,0,3,10,-9.571428571,0.25,0.785714286,-1.071428571,-0.357142857,Different Stance,3
1802,UFC 141: Lesnar vs Overeem91780Nate DiazDonald Cerrone,MULTI-ROUND,UFC Main Event,UFC 141 - Lesnar vs. Overeem,2011,12,30,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,13793,NO,9,Lightweight,Herb Dean,Decision,Unanimous,3,5,0,300,900,Donald Cerrone,Fighter 2,loss,15105,96,0,0,0,Cowboy,Jackson-Wink MMA,"Broomfield, Colorado",United States,1983,28,185.42,77.11064,73,73,Orthodox,4,0,4,1,40.5,0.75,0.5,2,2,2.54,0,-3,-10,9.571428571,-0.25,-0.785714286,1.071428571,0.357142857,Different Stance,-3
1801,UFC 141: Lesnar vs Overeem81779Johny HendricksJon Fitch,MULTI-ROUND,UFC Main Event,UFC 141 - Lesnar vs. Overeem,2011,12,30,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,13793,NO,8,Welterweight,Steve Mazzagatti,KO,Punch,1,0,12,12,12,Johny Hendricks,Fighter 1,win,24539,2,0,0,0,Bigg Rigg,Team Takedown,"Ada, Oklahoma",United States,1983,28,175.26,77.11064,69,69,Southpaw,6,1,7,0.857142857,31.71428571,3.142857143,0.714285714,1.428571429,-5,-7.62,0,-7,-8,-2.085714286,-0.19047619,-0.085714286,-1.371428571,-0.00952381,Different Stance,-7
1801,UFC 141: Lesnar vs Overeem81779Johny HendricksJon Fitch,MULTI-ROUND,UFC Main Event,UFC 141 - Lesnar vs. Overeem,2011,12,30,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,13793,NO,8,Welterweight,Steve Mazzagatti,KO,Punch,1,0,12,12,12,Jon Fitch,Fighter 2,loss,4865,0,0,0,0,,American Kickboxing Academy,"Fort Wayne, Indiana",United States,1978,33,182.88,77.11064,76,76,Orthodox,13,2,15,0.866666667,33.8,3.333333333,0.8,2.8,5,7.62,0,7,8,2.085714286,0.19047619,0.085714286,1.371428571,0.00952381,Different Stance,7
1800,UFC 141: Lesnar vs Overeem71778Alexander GustafssonVladimir Matyushenko,MULTI-ROUND,UFC Main Event,UFC 141 - Lesnar vs. Overeem,2011,12,30,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,13793,NO,7,Light Heavyweight,Yves Lavigne,TKO,Punches,1,2,13,133,133,Alexander Gustafsson,Fighter 1,win,26162,10,0,0,0,The Mauler,Allstars Training Center,"Stockholm, Stockholm County",Sweden,1987,24,195.58,92.98636,79,79,Orthodox,4,1,5,0.8,15,0.6,1,2,-16,12.7,0,5,-5,-3.8,-1.3,0.9,0.3,0.1,Same Stance,5
1800,UFC 141: Lesnar vs Overeem71778Alexander GustafssonVladimir Matyushenko,MULTI-ROUND,UFC Main Event,UFC 141 - Lesnar vs. Overeem,2011,12,30,America,"Las Vegas, Nevada, U.S.",MGM Grand Garden Arena,13793,NO,7,Light Heavyweight,Yves Lavigne,TKO,Punches,1,2,13,133,133,Vladimir Matyushenko,Fighter 2,loss,435,5,0,0,0,The Janitor,VMAT,Retchisa,Belarus,1971,40,182.88,92.98636,74,74,Orthodox,7,3,10,0.7,18.8,1.9,0.1,1.7,16,-12.7,0,-5,5,3.8,1.3,-0.9,-0.3,-0.1,Same Stance,-5
