Full Name,FIRST,LAST,NICKNAME,HT.,Height_FT,Height_INCH,Height_CM,WT.,WEIGHT_LB,WEIGHT_KG,REACH,REACH_INCH,STANCE,W,L,D,BELT,GENDER,DIVISION
Roy Nelson,Roy,Nelson,Big Country,"6' 0""",6,0,182.88,263 lbs.,263,119.294696,"72.0""",72,Orthodox,22,12,0,,M,Heavyweight
Royce Alger,Royce,Alger,,"5' 10""",5,10,177.8,199 lbs.,199,90.264808,--,0,Orthodox,3,2,0,,M,Light Heavyweight
Royce Gracie,Royce,Gracie,,"6' 1""",6,1,185.42,175 lbs.,175,79.3786,--,0,Southpaw,14,2,3,,M,Middleweight
Royler Gracie,Royler,Gracie,,"5' 8""",5,8,172.72,150 lbs.,150,68.0388,--,0,Southpaw,5,5,1,,M,Lightweight
Royston Wee,Royston,Wee,,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,"67.0""",67,Orthodox,4,1,0,,M,Bantamweight
Ruan Potts,Ruan,Potts,Fangzz,"6' 2""",6,2,187.96,247 lbs.,247,112.037224,"75.0""",75,Orthodox,8,4,0,,M,Heavyweight
Ruben Villareal,Ruben,Villareal,Warpath,"6' 4""",6,4,193.04,265 lbs.,265,120.20188,--,0,Orthodox,19,23,3,,M,Heavyweight
Rubens Xavier,Rubens,Xavier,Macula,"6' 3""",6,3,190.5,220 lbs.,220,99.79024,--,0,Orthodox,5,3,0,,M,Heavyweight
Rubin Williams,Rubin,Williams,Mr. Hollywood,"6' 1""",6,1,185.42,185 lbs.,185,83.91452,--,0,Orthodox,0,1,0,,M,Middleweight
Rudy Bears,Rudy,Bears,,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,--,0,Southpaw,13,11,0,,M,Welterweight
Rudyard Moncayo,Rudyard,Moncayo,,"5' 10""",5,10,177.8,195 lbs.,195,88.45044,--,0,Orthodox,0,3,0,,M,Light Heavyweight
Rulon Gardner,Rulon,Gardner,,"6' 3""",6,3,190.5,265 lbs.,265,120.20188,--,0,Orthodox,1,0,0,,M,Heavyweight
Ruslan Magomedov,Ruslan,Magomedov,Leopard,"6' 3""",6,3,190.5,242 lbs.,242,109.769264,"78.0""",78,Orthodox,14,1,0,,M,Heavyweight
Russell Doane,Russell,Doane,,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,"70.0""",70,Orthodox,14,5,0,,M,Bantamweight
Russell Patrick,Russell,Patrick,,"5' 9""",5,9,175.26,145 lbs.,145,65.77084,--,0,n/a,6,4,0,,M,Featherweight
Rustam Khabilov,Rustam,Khabilov,Tiger,"5' 8""",5,8,172.72,155 lbs.,155,70.30676,"73.0""",73,Orthodox,18,3,0,,M,Lightweight
Ryan Bader,Ryan,Bader,Darth,"6' 2""",6,2,187.96,205 lbs.,205,92.98636,"74.0""",74,Orthodox,21,5,0,,M,Light Heavyweight
Ryan Bastianelli,Ryan,Bastianelli,Relentless,"5' 5""",5,5,165.1,135 lbs.,135,61.23492,--,0,n/a,5,2,0,,M,Bantamweight
Ryan Benoit,Ryan,Benoit,Baby Face,"5' 5""",5,5,165.1,125 lbs.,125,56.699,"68.0""",68,Orthodox,8,4,0,,M,Flyweight
Ryan Couture,Ryan,Couture,,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,"75.0""",75,Orthodox,7,3,0,,M,Lightweight
Ryan Diaz,Ryan,Diaz,,--,0,0,0,145 lbs.,145,65.77084,--,0,n/a,13,13,0,,M,Featherweight
Ryan Gracie,Ryan,Gracie,,"5' 9""",5,9,175.26,200 lbs.,200,90.7184,--,0,Orthodox,5,2,0,,M,Light Heavyweight
Ryan Hall,Ryan,Hall,The Wizard,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,"71.0""",71,n/a,5,1,0,,M,Lightweight
Ryan Hayes,Ryan,Hayes,,--,0,0,0,--,0,0,--,0,n/a,2,2,0,,M,n/a
Ryan Healy,Ryan,Healy,The Irish Assassin,"6' 1""",6,1,185.42,155 lbs.,155,70.30676,--,0,Orthodox,19,9,1,,M,Lightweight
Ryan Jensen,Ryan,Jensen,,"6' 1""",6,1,185.42,185 lbs.,185,83.91452,"76.0""",76,Orthodox,15,8,0,,M,Middleweight
Ryan Jimmo,Ryan,Jimmo,The Big Deal,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,"73.0""",73,Orthodox,19,5,0,,M,Light Heavyweight
Ryan Keenan,Ryan,Keenan,,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,--,0,n/a,4,2,0,,M,Welterweight
Ryan LaFlare,Ryan,LaFlare,,"6' 1""",6,1,185.42,170 lbs.,170,77.11064,"74.0""",74,Southpaw,12,1,0,,M,Welterweight
Ryan Larson,Ryan,Larson,,--,0,0,0,170 lbs.,170,77.11064,--,0,n/a,6,2,0,,M,Welterweight
Ryan Madigan,Ryan,Madigan,,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,--,0,Orthodox,5,3,0,,M,Welterweight
Ryan McGillivray,Ryan,McGillivray,The Kid,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,--,0,n/a,11,5,1,,M,Welterweight
Ryan McGivern,Ryan,McGivern,,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,--,0,Orthodox,13,7,0,,M,Middleweight
Ryan Parker,Ryan,Parker,,"6' 3""",6,3,190.5,235 lbs.,235,106.59412,--,0,Southpaw,0,1,0,,M,Heavyweight
Ryan Quinn,Ryan,Quinn,,"5' 8""",5,8,172.72,145 lbs.,145,65.77084,--,0,n/a,11,5,1,,M,Featherweight
Ryan Roberts,Ryan,Roberts,,"5' 6""",5,6,167.64,155 lbs.,155,70.30676,--,0,Orthodox,16,10,1,,M,Lightweight
Ryan Stonitsch,Ryan,Stonitsch,,"5' 9""",5,9,175.26,170 lbs.,170,77.11064,--,0,Southpaw,8,1,0,,M,Welterweight
Ryan Thomas,Ryan,Thomas,The Tank Engine,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,--,0,Orthodox,12,7,0,,M,Welterweight
Ryan Tobar,Ryan,Tobar,,--,0,0,0,155 lbs.,155,70.30676,--,0,n/a,3,2,0,,M,Lightweight
Ryo Chonan,Ryo,Chonan,Piranah,"5' 9""",5,9,175.26,170 lbs.,170,77.11064,"70.0""",70,Orthodox,20,12,0,,M,Welterweight
Ryo Kawamura,Ryo,Kawamura,,"5' 11""",5,11,180.34,205 lbs.,205,92.98636,--,0,Orthodox,12,6,4,,M,Light Heavyweight
Ryuichi Murata,Ryuichi,Murata,,"5' 8""",5,8,172.72,183 lbs.,183,83.007336,--,0,Orthodox,8,3,1,,M,Middleweight
Ryuki Ueyama,Ryuki,Ueyama,,"5' 11""",5,11,180.34,180 lbs.,180,81.64656,--,0,Southpaw,11,13,5,,M,Middleweight
Ryuta Sakurai,Ryuta,Sakurai,,"5' 7""",5,7,170.18,183 lbs.,183,83.007336,--,0,Orthodox,22,16,6,,M,Middleweight
Saad Awad,Saad,Awad,Assassin,"5' 11""",5,11,180.34,155 lbs.,155,70.30676,--,0,n/a,9,5,0,,M,Lightweight
Sabah Homasi,Sabah,Homasi,,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,--,0,n/a,4,3,0,,M,Welterweight
Saeed Hosseini,Saeed,Hosseini,,--,0,0,0,--,0,0,--,0,n/a,0,1,0,,M,n/a
Sage Northcutt,Sage,Northcutt,Super,"6' 0""",6,0,182.88,155 lbs.,155,70.30676,"71.0""",71,Orthodox,7,1,0,,M,Lightweight
Sai Wang,Sai,Wang,The Fire Kylin,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,"72.0""",72,Southpaw,8,5,1,,M,Welterweight
Sako Chivitchian,Sako,Chivitchian,,"5' 11""",5,11,180.34,155 lbs.,155,70.30676,--,0,n/a,5,1,0,,M,Lightweight
Salvador Becerra,Salvador,Becerra,,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,--,0,n/a,4,1,0,,M,Lightweight
Salvador Woods,Salvador,Woods,,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,--,0,n/a,5,10,0,,M,Welterweight
Sam Adkins,Sam,Adkins,The Experience,"6' 3""",6,3,190.5,225 lbs.,225,102.0582,--,0,Orthodox,7,20,2,,M,Heavyweight
Sam Alvey,Sam,Alvey,Smile'N,"6' 2""",6,2,187.96,185 lbs.,185,83.91452,"75.0""",75,Southpaw,26,7,0,,M,Middleweight
Sam Fulton,Sam,Fulton,,--,0,0,0,--,0,0,--,0,n/a,0,2,0,,M,n/a
Sam Greco,Sam,Greco,,"6' 2""",6,2,187.96,205 lbs.,205,92.98636,--,0,Orthodox,3,1,1,,M,Light Heavyweight
Sam Hoger,Sam,Hoger,The Alaskan Assassin,"6' 2""",6,2,187.96,205 lbs.,205,92.98636,--,0,Orthodox,10,4,0,,M,Light Heavyweight
Sam Liera,Sam,Liera,,--,0,0,0,--,0,0,--,0,n/a,4,3,0,,M,n/a
Sam Morgan,Sam,Morgan,The Squeeze,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,--,0,Orthodox,18,12,0,,M,Welterweight
Sam Oropeza,Sam,Oropeza,,"6' 2""",6,2,187.96,170 lbs.,170,77.11064,--,0,n/a,5,2,0,,M,Welterweight
Sam Sicilia,Sam,Sicilia,,"5' 8""",5,8,172.72,145 lbs.,145,65.77084,"67.0""",67,Orthodox,15,6,0,,M,Featherweight
Sam Spengler,Sam,Spengler,The Ram,"5' 11""",5,11,180.34,185 lbs.,185,83.91452,--,0,Orthodox,4,2,0,,M,Middleweight
Sam Stout,Sam,Stout,Hands of Stone,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"70.0""",70,Orthodox,21,12,1,,M,Lightweight
Sam Watford,Sam,Watford,,--,0,0,0,155 lbs.,155,70.30676,--,0,n/a,1,0,0,,M,Lightweight
Samy Schiavo,Samy,Schiavo,,"5' 8""",5,8,172.72,155 lbs.,155,70.30676,--,0,Orthodox,10,6,0,,M,Lightweight
Sanae Kikuta,Sanae,Kikuta,,"5' 9""",5,9,175.26,200 lbs.,200,90.7184,--,0,Orthodox,30,7,3,,M,Light Heavyweight
Santiago Ponzinibbio,Santiago,Ponzinibbio,Gente Boa,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,"73.0""",73,Orthodox,23,3,0,,M,Welterweight
Sara McMann,Sara,McMann,,"5' 6""",5,6,167.64,135 lbs.,135,61.23492,"66.0""",66,Orthodox,8,3,0,,F,Bantamweight
Sarah D'alelio,Sarah,D'alelio,The Monster,"5' 7""",5,7,170.18,145 lbs.,145,65.77084,--,0,n/a,4,2,0,,F,Featherweight
Sarah Kaufman,Sarah,Kaufman,,"5' 5""",5,5,165.1,135 lbs.,135,61.23492,"67.0""",67,Orthodox,17,4,0,,F,Bantamweight
Sarah Moras,Sarah,Moras,Cheesecake,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,"67.0""",67,n/a,4,3,0,,F,Bantamweight
Sarah Payant,Sarah,Payant,Soulja,"5' 4""",5,4,162.56,115 lbs.,115,52.16308,--,0,n/a,1,1,0,,F,Strawweight
Satoru Kitaoka,Satoru,Kitaoka,,"5' 6""",5,6,167.64,154 lbs.,154,69.853168,--,0,n/a,29,11,9,,M,Lightweight
Satoshi Honma,Satoshi,Honma,,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,--,0,Orthodox,4,6,3,,M,Light Heavyweight
Satoshi Ishii,Satoshi,Ishii,,"5' 11""",5,11,180.34,240 lbs.,240,108.86208,--,0,Orthodox,4,1,1,,M,Heavyweight
Saul Elizondo,Saul,Elizondo,,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,--,0,n/a,6,6,0,,M,Bantamweight
Scott Adams,Scott,Adams,,"6' 0""",6,0,182.88,225 lbs.,225,102.0582,--,0,Southpaw,8,1,0,,M,Heavyweight
Scott Askham,Scott,Askham,,"6' 3""",6,3,190.5,185 lbs.,185,83.91452,"75.0""",75,Southpaw,14,2,0,,M,Middleweight
Scott Baker,Scott,Baker,,"6' 0""",6,0,182.88,210 lbs.,210,95.25432,--,0,n/a,1,1,0,,M,Heavyweight
Scott Bessac,Scott,Bessac,,"6' 4""",6,4,193.04,245 lbs.,245,111.13004,--,0,n/a,4,6,0,,M,Heavyweight
Scott Bills,Scott,Bills,,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,--,0,n/a,8,9,1,,M,Welterweight
Scott Carson,Scott,Carson,,"6' 2""",6,2,187.96,215 lbs.,215,97.52228,--,0,n/a,4,2,0,,M,Heavyweight
Scott Ettling,Scott,Ettling,,--,0,0,0,135 lbs.,135,61.23492,--,0,n/a,2,1,0,,M,Bantamweight
Scott Ferrozzo,Scott,Ferrozzo,The Pitbull,"5' 11""",5,11,180.34,323 lbs.,323,146.510216,--,0,Orthodox,4,2,0,,M,Super Heavyweight
Scott Fiedler,Scott,Fiedler,,"6' 4""",6,4,193.04,235 lbs.,235,106.59412,--,0,Orthodox,0,1,0,,M,Heavyweight
Scott Graham,Scott,Graham,,"6' 4""",6,4,193.04,185 lbs.,185,83.91452,--,0,Orthodox,3,1,0,,M,Middleweight
Scott Harper,Scott,Harper,,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,--,0,Orthodox,12,7,0,,M,Middleweight
Scott Holtzman,Scott,Holtzman,Hot Sauce,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"69.0""",69,Orthodox,8,1,0,,M,Lightweight
Scott Jorgensen,Scott,Jorgensen,Young Guns,"5' 5""",5,5,165.1,135 lbs.,135,61.23492,"66.0""",66,Orthodox,15,12,0,,M,Bantamweight
Scott Junk,Scott,Junk,,"6' 1""",6,1,185.42,265 lbs.,265,120.20188,--,0,Orthodox,8,3,1,,M,Heavyweight
Scott Lighty,Scott,Lighty,,"6' 2""",6,2,187.96,205 lbs.,205,92.98636,--,0,n/a,6,2,0,,M,Light Heavyweight
Scott McAfee,Scott,McAfee,,"5' 8""",5,8,172.72,155 lbs.,155,70.30676,--,0,Orthodox,10,4,0,,M,Lightweight
Scott McDonald,Scott,McDonald,,--,0,0,0,--,0,0,--,0,n/a,1,0,0,,M,n/a
Scott Morris,Scott,Morris,,"5' 10""",5,10,177.8,210 lbs.,210,95.25432,--,0,Orthodox,2,1,0,,M,Heavyweight
Scott Norton,Scott,Norton,Hollywood,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,--,0,Orthodox,7,1,0,,M,Welterweight
Scott Shaffer,Scott,Shaffer,,"5' 7""",5,7,170.18,145 lbs.,145,65.77084,--,0,Orthodox,0,1,0,,M,Featherweight
Scott Smith,Scott,Smith,Hands of Steel,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,"70.0""",70,Orthodox,17,9,0,,M,Middleweight
Scott Ventimiglia,Scott,Ventimiglia,Meant to Kill Ya,"5' 11""",5,11,180.34,185 lbs.,185,83.91452,--,0,n/a,14,6,1,,M,Middleweight
Sean Alvarez,Sean,Alvarez,,"6' 0""",6,0,182.88,235 lbs.,235,106.59412,--,0,Orthodox,4,3,0,,M,Heavyweight
Sean Bassett,Sean,Bassett,,--,0,0,0,155 lbs.,155,70.30676,--,0,n/a,0,4,0,,M,Lightweight
Sean Daugherty,Sean,Daugherty,,"6' 0""",6,0,182.88,175 lbs.,175,79.3786,--,0,n/a,0,2,0,,M,Middleweight
Sean Gannon,Sean,Gannon,The Cannon,"6' 3""",6,3,190.5,265 lbs.,265,120.20188,--,0,Southpaw,2,1,0,,M,Heavyweight
Sean Holden,Sean,Holden,,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,--,0,n/a,3,1,0,,M,Welterweight
Sean Loeffler,Sean,Loeffler,The Destroyer,"6' 3""",6,3,190.5,185 lbs.,185,83.91452,--,0,Orthodox,25,5,0,,M,Middleweight
Sean McCorkle,Sean,McCorkle,,"6' 7""",6,7,200.66,265 lbs.,265,120.20188,"81.0""",81,Orthodox,13,2,0,,M,Heavyweight
Sean O'Connell,Sean,O'Connell,The Real OC,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,"74.0""",74,Orthodox,17,7,0,,M,Light Heavyweight
Sean O'Haire,Sean,O'Haire,,"6' 5""",6,5,195.58,270 lbs.,270,122.46984,--,0,Orthodox,4,2,0,,M,Super Heavyweight
Sean Pierson,Sean,Pierson,The Punisher,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,"76.0""",76,Southpaw,14,6,0,,M,Welterweight
Sean Salmon,Sean,Salmon,,"5' 10""",5,10,177.8,185 lbs.,185,83.91452,--,0,Southpaw,18,17,0,,M,Middleweight
Sean Sherk,Sean,Sherk,The Muscle Shark,"5' 6""",5,6,167.64,155 lbs.,155,70.30676,"67.0""",67,Orthodox,36,4,1,,M,Lightweight
Sean Soriano,Sean,Soriano,,"5' 9""",5,9,175.26,145 lbs.,145,65.77084,"70.0""",70,Orthodox,8,3,0,,M,Featherweight
Sean Spencer,Sean,Spencer,Black Magic,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,"75.0""",75,n/a,12,5,0,,M,Welterweight
Sean Strickland,Sean,Strickland,Tarzan,"6' 1""",6,1,185.42,170 lbs.,170,77.11064,"76.0""",76,Orthodox,17,1,0,,M,Welterweight
Sean Wilson,Sean,Wilson,P-Town,"5' 8""",5,8,172.72,145 lbs.,145,65.77084,--,0,n/a,34,26,0,,M,Featherweight
Seichi Ikemoto,Seichi,Ikemoto,,"5' 11""",5,11,180.34,168 lbs.,168,76.203456,--,0,Orthodox,20,17,5,,M,Welterweight
Semmy Schilt,Semmy,Schilt,Hightower,"6' 10""",6,10,208.28,265 lbs.,265,120.20188,--,0,Orthodox,26,14,1,,M,Heavyweight
Seo Hee Ham,Seo Hee,Ham,,"5' 2""",5,2,157.48,115 lbs.,115,52.16308,"62.0""",62,Southpaw,16,7,0,,F,Strawweight
Sergei Kharitonov,Sergei,Kharitonov,,"6' 0""",6,0,182.88,245 lbs.,245,111.13004,--,0,Orthodox,18,5,0,,M,Heavyweight
Sergey Ignatov,Sergey,Ignatov,,"5' 9""",5,9,175.26,210 lbs.,210,95.25432,--,0,Orthodox,0,1,0,,M,Heavyweight
Sergio Gomez,Sergio,Gomez,,"5' 6""",5,6,167.64,155 lbs.,155,70.30676,--,0,Orthodox,10,3,0,,M,Lightweight
Sergio Moraes,Sergio,Moraes,The Panther,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,"72.0""",72,Orthodox,10,3,0,,M,Welterweight
Sergio Pettis,Sergio,Pettis,The Phenom,"5' 6""",5,6,167.64,125 lbs.,125,56.699,"69.0""",69,Orthodox,13,2,0,,M,Flyweight
Seth Baczynski,Seth,Baczynski,The Polish Pistola,"6' 3""",6,3,190.5,170 lbs.,170,77.11064,"74.0""",74,Orthodox,18,11,0,,M,Welterweight
Seth Dikun,Seth,Dikun,,"5' 10""",5,10,177.8,135 lbs.,135,61.23492,"69.0""",69,Orthodox,7,4,0,,M,Bantamweight
Seth Kleinbeck,Seth,Kleinbeck,Mass Destruction,"6' 2""",6,2,187.96,185 lbs.,185,83.91452,--,0,n/a,8,4,0,,M,Middleweight
Seth Petruzelli,Seth,Petruzelli,The Silverback,"6' 0""",6,0,182.88,205 lbs.,205,92.98636,"76.0""",76,Orthodox,14,6,0,,M,Light Heavyweight
Shamar Bailey,Shamar,Bailey,,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"75.0""",75,n/a,12,5,0,,M,Lightweight
Shamil Abdurakhimov,Shamil,Abdurakhimov,Abrek,"6' 3""",6,3,190.5,235 lbs.,235,106.59412,"76.0""",76,Orthodox,15,3,0,,M,Heavyweight
Shana Olsen,Shana,Olsen,Rock Solid,"5' 7""",5,7,170.18,145 lbs.,145,65.77084,--,0,n/a,4,2,0,,M,Featherweight
Shane Campbell,Shane,Campbell,Shaolin,"6' 0""",6,0,182.88,155 lbs.,155,70.30676,"71.0""",71,Orthodox,12,4,0,,M,Lightweight
Shane Carwin,Shane,Carwin,The Engineer,"6' 2""",6,2,187.96,265 lbs.,265,120.20188,"80.0""",80,Orthodox,12,2,0,,M,Heavyweight
Shane del Rosario,Shane,del Rosario,,"6' 4""",6,4,193.04,250 lbs.,250,113.398,"79.0""",79,Southpaw,11,2,0,,M,Heavyweight
Shane Howell,Shane,Howell,,"5' 8""",5,8,172.72,125 lbs.,125,56.699,"69.0""",69,Orthodox,13,9,0,,M,Flyweight
Shane Nelson,Shane,Nelson,Sugar,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"70.0""",70,Southpaw,15,5,0,,M,Lightweight
Shane Primm,Shane,Primm,,"6' 3""",6,3,190.5,205 lbs.,205,92.98636,--,0,Orthodox,6,5,0,,M,Light Heavyweight
Shane Roller,Shane,Roller,,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,"72.0""",72,Orthodox,11,7,0,,M,Lightweight
Shannon Gugerty,Shannon,Gugerty,,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,"71.0""",71,Orthodox,14,6,0,,M,Lightweight
Shannon Ritch,Shannon,Ritch,The Cannon,"5' 9""",5,9,175.26,190 lbs.,190,86.18248,--,0,Orthodox,47,74,0,,M,Light Heavyweight
Shawn Bunch,Shawn,Bunch,Bunch the Great,"5' 5""",5,5,165.1,135 lbs.,135,61.23492,--,0,n/a,4,2,0,,M,Bantamweight
Shawn Jordan,Shawn,Jordan,The Savage,"6' 0""",6,0,182.88,260 lbs.,260,117.93392,"75.0""",75,Southpaw,18,7,0,,M,Heavyweight
Shayna Baszler,Shayna,Baszler,The Queen of Spades,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,"67.0""",67,Orthodox,15,10,0,,F,Bantamweight
Sheila Gaff,Sheila,Gaff,The German Tank,"5' 5""",5,5,165.1,135 lbs.,135,61.23492,"62.0""",62,Orthodox,10,6,1,,F,Bantamweight
Sheldon Westcott,Sheldon,Westcott,,"6' 1""",6,1,185.42,170 lbs.,170,77.11064,"71.0""",71,Southpaw,10,3,1,,M,Welterweight
Sherman Pendergarst,Sherman,Pendergarst,The Tank,"6' 1""",6,1,185.42,235 lbs.,235,106.59412,--,0,Orthodox,11,18,0,,M,Heavyweight
Sherron Leggett,Sherron,Leggett,Rob Roy,"5' 8""",5,8,172.72,155 lbs.,155,70.30676,--,0,Southpaw,21,6,0,,M,Lightweight
Shingo Kohara,Shingo,Kohara,,"5' 6""",5,6,167.64,135 lbs.,135,61.23492,--,0,n/a,1,0,0,,M,Bantamweight
Shinsho Anzai,Shinsho,Anzai,Animal,"5' 7""",5,7,170.18,170 lbs.,170,77.11064,"70.0""",70,Orthodox,9,2,0,,M,Welterweight
Shinya Aoki,Shinya,Aoki,Tobikan Judan,"5' 11""",5,11,180.34,154 lbs.,154,69.853168,--,0,Southpaw,30,5,0,,M,Lightweight
Shoji Maruyama,Shoji,Maruyama,,"5' 7""",5,7,170.18,139 lbs.,139,63.049288,--,0,Orthodox,10,7,1,,M,Featherweight
Shonie Carter,Shonie,Carter,Mr. International,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,--,0,Southpaw,50,27,7,,M,Welterweight
Shungo Oyama,Shungo,Oyama,,"5' 11""",5,11,180.34,185 lbs.,185,83.91452,--,0,Southpaw,10,13,0,,M,Middleweight
Shunichi Shimizu,Shunichi,Shimizu,Rolling Star,"5' 5""",5,5,165.1,135 lbs.,135,61.23492,"66.0""",66,Orthodox,28,9,10,,M,Bantamweight
Siala Siliga,Siala,Siliga,Mighty Mo,"6' 1""",6,1,185.42,290 lbs.,290,131.54168,--,0,Orthodox,3,2,0,,M,Super Heavyweight
Sidney Silva,Sidney,Silva,,"6' 3""",6,3,190.5,170 lbs.,170,77.11064,--,0,Southpaw,8,4,0,,M,Welterweight
Simeon Thoresen,Simeon,Thoresen,The Grin,"6' 1""",6,1,185.42,170 lbs.,170,77.11064,"79.0""",79,Orthodox,17,4,1,,M,Welterweight
Sione Latu,Sione,Latu,,"6' 0""",6,0,182.88,215 lbs.,215,97.52228,--,0,n/a,1,0,0,,M,Heavyweight
Sirwan Kakai,Sirwan,Kakai,Zohan,"5' 5""",5,5,165.1,135 lbs.,135,61.23492,"66.0""",66,Orthodox,12,3,0,,M,Bantamweight
Siyar Bahadurzada,Siyar,Bahadurzada,The Great,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,"76.0""",76,Orthodox,22,6,1,,M,Welterweight
Soa Palelei,Soa,Palelei,The Hulk,"6' 4""",6,4,193.04,265 lbs.,265,120.20188,"81.0""",81,Orthodox,22,5,0,,M,Heavyweight
Soichi Nishida,Soichi,Nishida,,"5' 11""",5,11,180.34,320 lbs.,320,145.14944,--,0,Orthodox,5,10,1,,M,Super Heavyweight
Sokun Koh,Sokun,Koh,,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,--,0,n/a,4,1,0,,M,Light Heavyweight
Solomon Hutcherson,Solomon,Hutcherson,King,"5' 11""",5,11,180.34,185 lbs.,185,83.91452,--,0,Southpaw,11,7,0,,M,Middleweight
Spencer Fisher,Spencer,Fisher,The King,"5' 7""",5,7,170.18,155 lbs.,155,70.30676,"70.0""",70,Southpaw,25,9,0,,M,Lightweight
Spencer Hearns,Spencer,Hearns,,"5' 11""",5,11,180.34,185 lbs.,185,83.91452,--,0,n/a,1,0,0,,M,Middleweight
Stanislav Nedkov,Stanislav,Nedkov,Stucky,"5' 11""",5,11,180.34,205 lbs.,205,92.98636,"71.0""",71,Orthodox,12,2,0,,M,Light Heavyweight
Stefan Klever,Stefan,Klever,,--,0,0,0,185 lbs.,185,83.91452,--,0,Orthodox,6,1,0,,M,Middleweight
Stefan Leko,Stefan,Leko,Blitz,"6' 2""",6,2,187.96,215 lbs.,215,97.52228,--,0,Orthodox,0,3,0,,M,Heavyweight
Stefan Struve,Stefan,Struve,Skyscraper,"6' 11""",6,11,210.82,265 lbs.,265,120.20188,"84.0""",84,Orthodox,30,8,0,,M,Heavyweight
Stephan Bonnar,Stephan,Bonnar,The American Psycho,"6' 4""",6,4,193.04,205 lbs.,205,92.98636,"78.0""",78,Orthodox,17,8,0,,M,Light Heavyweight
Stephanie Webber,Stephanie,Webber,,"5' 6""",5,6,167.64,135 lbs.,135,61.23492,--,0,n/a,1,2,0,,F,Bantamweight
Stephen Banaszak,Stephen,Banaszak,,"6' 0""",6,0,182.88,145 lbs.,145,65.77084,--,0,n/a,5,4,0,,M,Featherweight
Stephen Bass,Stephen,Bass,Bigfish,"5' 9""",5,9,175.26,145 lbs.,145,65.77084,--,0,n/a,10,1,0,,M,Featherweight
Stephen Ledbetter,Stephen,Ledbetter,,"5' 9""",5,9,175.26,145 lbs.,145,65.77084,--,0,Orthodox,8,3,0,,M,Featherweight
Stephen Palling,Stephen,Palling,Bozo,"5' 4""",5,4,162.56,143 lbs.,143,64.863656,--,0,n/a,11,7,1,,M,Featherweight
Stephen Thompson,Stephen,Thompson,Wonderboy,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,"75.0""",75,Orthodox,12,1,0,,M,Welterweight
Sterling Ford,Sterling,Ford,,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,--,0,n/a,13,5,0,,M,Lightweight
Steve Berger,Steve,Berger,The Red Nosed Pitbull,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,--,0,Orthodox,21,22,2,,M,Welterweight
Steve Bosse,Steve,Bosse,The Boss,"5' 11""",5,11,180.34,185 lbs.,185,83.91452,"72.0""",72,Orthodox,11,2,0,,M,Middleweight
Steve Bruno,Steve,Bruno,Hollywood,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,--,0,Orthodox,14,5,0,,M,Welterweight
Steve Byrnes,Steve,Byrnes,The Sergeant,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,--,0,Orthodox,6,1,0,,M,Welterweight
